time_created,id,text
2020-10-25 22:15:10,1320489103054569474,"RT @ohhushmusic: @BrianFeroldi 100%!! I've been trumpeting for a while that old value is dead, and the new value stocks are $GOOGL $AMZN $F…"
2020-10-25 22:14:36,1320488959399596035,"RT @EliteOptions2: $SNAP - Trade Idea - Oct 30 45C - bid/ask: 1.01/1.02

Closed at 43.17 on Friday. 

Continued to move higher after gappin…"
2020-10-25 22:14:35,1320488958070038529,"@BrianFeroldi 100%!! I've been trumpeting for a while that old value is dead, and the new value stocks are $GOOGL… https://t.co/tzJ3uxjysy"
2020-10-25 22:12:00,1320488307235631105,$AAPL apple @AppleMusic just distributor like $SPOT @spotify $GOOG @youtubemusic @soundcloud $AMZN @amazonmusic… https://t.co/mqHSXO84jE
2020-10-25 22:11:47,1320488250268635136,افتتاح الفيوتشرات تغيير طفيف للاسفل .. أسبوع حافل بالأكشن .. أهمها أعلان العمالقة $MSFT $AAPL $GOOGL $FB $AMZN .. و… https://t.co/VEMhBgjhlN
2020-10-25 22:09:31,1320487681298608128,"It’s a sign, Buy $AAPL Monday 😂😂 https://t.co/P4sYzzui3n"
2020-10-25 22:09:10,1320487592761217024,RT @Jayjay74397709: $CGC $DKNG $AAL $SAVE $UAL $WORK $PLAY $DOCU  $ZM $GOOG $GE $BYND $SNAP $SPCE $NFLX $UBER $SHOP $TLRY $AAPL $BA $MSFT $…
2020-10-25 22:08:39,1320487463379492871,"RT @Investingcom: 🚨 In a week packed with major announcements and earnings, we're focusing on the following 3 stocks:

-Microsoft
-Apple
-A…"
2020-10-25 22:08:33,1320487438851153921,"RT @EliteOptions2: $AAPL - Earnings Trade Idea - Oct 30 121C - bid/ask: 1.32/1.34

Closed at 115.04 on Friday

If AAPL can hold above 114 i…"
2020-10-25 22:08:23,1320487397910581248,"[VIDEO] Big tech earnings, stimulus fight &amp; 9 days till the election.  Pivotal week for equity markets.  $AAPL,… https://t.co/lpRbipAWqh"
2020-10-25 22:08:14,1320487358807105536,"RT @MizureX5: Apple, Amazon, Boeing, Visa, Pfizer, and Other Stocks for Investors to Watch This Week https://t.co/HTHkkESdzt #Apple $AAPL #…"
2020-10-25 22:08:04,1320487318625669120,"RT @MizureX5: Apple, Amazon, Boeing, Visa, Pfizer, and Other Stocks for Investors to Watch This Week https://t.co/HTHkkESdzt #Apple $AAPL #…"
2020-10-25 22:08:04,1320487318575198209,"RT @EliteOptions2: $SNOW - Trade Idea - Oct 30 280C - bid/ask: 5.10/5.70

Closed at 265.05 on Friday.

Needs back above 275 to consider cal…"
2020-10-25 22:07:42,1320487225923194885,"1000+ Pips Profit in 12 days🔥❤️🚀

Check out my Bio to get Telegram link of Free Forex or Crypto Channel. 

Cheers!… https://t.co/6lnJnqiSIU"
2020-10-25 22:07:40,1320487214913101825,"Apple, Amazon, Boeing, Visa, Pfizer, and Other Stocks for Investors to Watch This Week https://t.co/HTHkkESdzt… https://t.co/LOoQQzx9MZ"
2020-10-25 22:07:20,1320487133531000832,"$AAPL $121.00 #CALL Oct. 30th

#A MAZING
#P EOPLE
#P USH
#L IMITS 
#E VERYDAY https://t.co/FeXtci8jfo"
2020-10-25 22:06:51,1320487012022030336,$CGC $DKNG $AAL $SAVE $UAL $WORK $PLAY $DOCU  $ZM $GOOG $GE $BYND $SNAP $SPCE $NFLX $UBER $SHOP $TLRY $AAPL $BA… https://t.co/W53VCfbimW
2020-10-25 22:05:00,1320486544575090688,$wwr $wkhs $fsly $penn $fb $gme $spaq $zm $boxl $opti $ino $aal $xspa $dkng $nkla $msft $srne $ibio $aapl $avgr… https://t.co/i8lcn0OMV5
2020-10-25 22:03:57,1320486281659310081,"Q3
26月

27火
BMO:⭐️PFE(Pfizer), MMM, MRK(merck), LLY(eli lilly)
⭐️ACM:AMD, MSFT

28水
ACM:EBAY, ⭐️GILD, V(visa), PINS… https://t.co/fSV2JAZIcp"
2020-10-25 22:03:54,1320486267466010625,CityFALCON score gives top rated news for FREE #bigdata $AAPL $TSLA https://t.co/5TwDNEFnih https://t.co/Hjte2Hfroa
2020-10-25 22:03:03,1320486052847648768,"$AAPL - Earnings Trade Idea - Oct 30 121C - bid/ask: 1.32/1.34

Closed at 115.04 on Friday

If AAPL can hold above… https://t.co/VHya5A16Bx"
2020-10-25 22:02:57,1320486028008980482,"RT @StockDweebs: Top stock picks this week:

$AAPL - 4.4%
$ATVI - 4.3%
$BA - 5.4%
$NKE - 2.3%
$ABT - 3.0%

Top watch-list this week:

$CAT…"
2020-10-25 22:02:40,1320485957485924356,"RT @eWhispers: #earnings for the week 

https://t.co/lObOE0dgsr 

$AAPL $AMZN $MSFT $AMD $UPS $FB $SHOP $BA $HAS $PFE $SMPL $MMM $TWLO $GE…"
2020-10-25 22:02:03,1320485800975437824,"$SNAP - Trade Idea - Oct 30 45C - bid/ask: 1.01/1.02

Closed at 43.17 on Friday. 

Continued to move higher after g… https://t.co/VAtbWBpRR3"
2020-10-25 22:01:26,1320485646734184449,"RT @EliteOptions2: $SNOW - Trade Idea - Oct 30 280C - bid/ask: 5.10/5.70

Closed at 265.05 on Friday.

Needs back above 275 to consider cal…"
2020-10-25 22:01:17,1320485609031430145,"RT @reciknows: $AAPL 4hr. $AAPL is currently in a downtrend from that last move up, I'm looking for a bounce b/t the .5-.618 retracement. W…"
2020-10-25 22:01:13,1320485593898459139,"RT @AWMCheung: During the upcoming week, 183 S&amp;P 500 companies (including 10 Dow 30 components) are scheduled to report results for Q3 via…"
2020-10-25 22:01:13,1320485592501768195,"RT @Investingcom: 🚨 In a week packed with major announcements and earnings, we're focusing on the following 3 stocks:

-Microsoft
-Apple
-A…"
2020-10-25 22:01:04,1320485554882899968,"RT @EliteOptions2: $NCLH - Swing Trade Idea - Jan 15 2021 22.5C - bid/ask: 1.57/1.93

Closed at 18.35 on Friday.

If NCLH can close above 1…"
2020-10-25 22:01:02,1320485547392065541,"$SNOW - Trade Idea - Oct 30 280C - bid/ask: 5.10/5.70

Closed at 265.05 on Friday.

Needs back above 275 to conside… https://t.co/kknObA8Qwh"
2020-10-25 22:00:51,1320485499702657026,"RT @eWhispers: #earnings for the week 

https://t.co/lObOE0dgsr 

$AAPL $AMZN $MSFT $AMD $UPS $FB $SHOP $BA $HAS $PFE $SMPL $MMM $TWLO $GE…"
2020-10-25 22:00:38,1320485446661492736,"RT @AnthonyOhayon: $AAPL. Earnings this week on Thursday. Down about 20% from its recent highs, risk is to the upside IMO, need to see this…"
2020-10-25 22:00:24,1320485388176089088,"Only if I could take a day off this coming Thursday - too many of my portfolio stars reporting bmo 😬 

$SHOP $GOOG… https://t.co/oNyfajSP6s"
2020-10-25 22:00:19,1320485368463085568,@jablamsky $etsy $fvrr $amzn $aapl $fb $ebay
2020-10-25 22:00:02,1320485296853651456,"$NCLH - Swing Trade Idea - Jan 15 2021 22.5C - bid/ask: 1.57/1.93

Closed at 18.35 on Friday.

If NCLH can close ab… https://t.co/teDESUgN2k"
2020-10-25 22:00:00,1320485285822685184,"RT @JesseCohenInv: Happy Sunday!

*Here Are My #Top5ThingsToKnowThisWeek:

- $AAPL $AMZN $GOOGL $MSFT $FB Earnings
- $PFE $GILD $MRNA Repor…"
2020-10-25 21:59:42,1320485212615266305,"RT @DoNotFadeMe: Real plan for Monday 
26/10 :

$ES
Looking for shorts below 3477 with stops at 3487 looking for 3437 🎯

$NQ
Looking for lo…"
2020-10-25 21:59:02,1320485042179706880,"RT @MsBliss12: $SNAP, $AAL, $NIO, $NIO, $DPHC, $CLSK, $BLNK, $PLUG, $FLUX $TRNE, $SBE, $PIC, $KCAC, $VLDR, $TSLA, $PINS, $AAPL, $FUV, $SOLO…"
2020-10-25 21:58:51,1320484997908910083,RT @AWMCheung: My notes for the week ahead in markets... main focus on tightened restrictions in mainland Europe (IT/SP) as COVID cases con…
2020-10-25 21:56:56,1320484514536316928,"Apple - such a great business that I will pay $10B+ not to compete against me and I will like it, like it very much. $AAPL"
2020-10-25 21:56:00,1320484281823756288,@Galaxy_Next_Gen I expect a couple big PRS from gaxy eluding back to to this post. Out of all things they could hav… https://t.co/z5IewLXGqe
2020-10-25 21:55:44,1320484214224150530,"$AAPL looks ready to go, have a C&amp;H that is just about to hit that trend line we have been following. Make sure tha… https://t.co/ZBK8gho15I"
