text,timestamp,our_model,vader
@Trader__Joel $aapl $amzn,1603746365.0,1,0.0
"$NQ_F Key Levels - Oct 26/27

11246 - Bottom of Expected Daily Range
11343 - Y'day Low
11367 - Bottom of EWR
11510… https://t.co/SR4waAS15i",1603746300.0,-1,-0.2732
$AAPL closed green in a sea of red. https://t.co/J0ynn2bD7D,1603746286.0,-1,0.0
RT @chrisgrayson: Patently Apple has found a new filing by Apple of various UI models for using an HMD with a virtual keyboard and other vi…,1603746281.0,1,0.0
@DontFeedBear 100%.  Got stopped out of another DKNG contract.   Thought the AAPL Amd and DKNG charts were perfect… https://t.co/wZ6iiDWdza,1603746270.0,-1,-0.2263
Thursday afternoon is the focal point with $AAPL $AMZN $GOOG $GOOGL $FB (plus $SBUX &amp; $TWTR) all reporting earnings… https://t.co/fKwMVPSacb,1603746198.0,1,0.0
"Apple Inc (AAPL) price at close, 2020-10-26, is 115.05.",1603746187.0,1,0.0
"Zoom begins rolling out end-to-end encryption, but you'll have to give up certain features to use it… https://t.co/bCrDVlsCxo",1603746153.0,-1,0.3919
"Apple Inc (AAPL) price at close, 2020-10-26, is 115.05. https://t.co/mBd6BLUfZG",1603746099.0,-1,0.0
"Among those showing relative strength today:  TMO, AMZN, DXCM, REGN, AMD, DOCU and AAPL",1603746096.0,1,0.4939
"Thursday: 
Activision Blizzard $ATVI
Alphabet $GOOGL
Amazon $AMZN
Anheuser-Busch InBev $BUD 
Apple $AAPL
Comcast… https://t.co/Zki3hfUkCP",1603746090.0,-1,0.1779
@mk300tb You got AAPL right at the bottom. Good buy,1603746071.0,1,0.4404
"RT @SawyerMerritt: $1,000 invested it to $TSLA 10 years ago would be worth $101,503 today. Roughly 5x the return of $AAPL.  

Buy and HOLD 🔨",1603746035.0,1,0.2263
"RT @shareslanger: $ALPP 🔥 ACQUISITION 🔥
And apparently this one is gonna be BIG 👉 it’s the first “DRIVER” acquisition 🔥 I’ve been telling f…",1603746014.0,1,0.0
#bad day $nasdaq $es_f $AAPL #daytrading #marketprofile #futures $spx $zb_f $nq_f $cl_f $GC_f $amzn $XOM $ibm… https://t.co/uTqH3XK48j,1603746013.0,-1,0.0
$wwr $wkhs $fsly $penn $msft $fb $gme $spaq $zm $boxl $opti $ino $aal $xspa $dkng $nkla $srne $aapl $vxrt $avgr… https://t.co/6aLL3dmFxn,1603746000.0,-1,0.0
"RT @Dividend_Dollar: Investing with a LONG-TERM mindset takes patience, but tends to pay off!

10 years ago these stocks were trading at th…",1603745993.0,1,-0.2244
"2️⃣ Your trading app (bank, brokerage platform) acts as your “broker dealer” 💼 and transmits the order to the Stock… https://t.co/JWT0E8Ug1a",1603745855.0,-1,0.0
"Ok ‼️ What is electronic trading in fact ⁉️

Let’s look at electronic trading in the stock market 👉 Something you s… https://t.co/1pw2BQFamR",1603745854.0,1,0.296
This Is the Rolls Royce of the Precious Metals Business! https://t.co/vTFMIGCSoF $GLD $GDX $SLV $GDXJ $NUGT $JNUG… https://t.co/7yqiBQTzq7,1603745850.0,-1,0.6114
"@jimcramer $AAPL should sell off after earnings this time.

I could give you a number of mechanical and technical r… https://t.co/cyOBzEvxU9",1603745842.0,-1,0.0772
"RT @PsychoTrader00: Bloomin' Brands $BLMN had a price target raise by Morgan Stanley $MS from $17 to $18 at EQUAL WEIGHT, by Deutsche Bank…",1603745833.0,1,0.0
"If Trump wins, invest in: Defense, big banks, tech, fossil fuels.                      #oil $USO $UNG $UGAZ $DGAQ… https://t.co/l3VxvvCk5h",1603745789.0,1,0.6369
