text,timestamp,our_model,vader
"RT @gvprakash: A common man with an un common dream .... 
Here goes the Trailer
https://t.co/zxdFwDROZ6

#SooraraiPottruOnPrime premieres N…",1603712654.0,-1,0.25
"RT @Suriya_offl: Here's #AakaasamNeeHaddhuRaTrailer

https://t.co/vQtPqFWp8j

Premieres Nov 12 on @primevideoIN

@themohanbabu @SirPareshRa…",1603712653.0,-1,0.0
#newrelease Their search for a ghost draws them together but uncovering fifty years of lies threatens to tear them… https://t.co/1ahIWn8vVA,1603712653.0,-1,-0.8294
"@Arvindia1231 @barri_ismail @majorgauravarya Often Forgetting to Switch OFFF your Appliances?? 
Controlling your Ap… https://t.co/s74vvQd7uF",1603712649.0,-1,0.0
"📢 [Amazon UK] 

New Low ⬇ LEGO 75956 Harry Potter Quidditch Match NOW £49 

https://t.co/gjchmgQIVS

New Low ⬇ LEGO… https://t.co/74HkJJ24N6",1603712649.0,-1,-0.4939
#gardening #herbs #lettuce #veggies 4Ft Vertical Raised Garden Bed - 5 Tier Food Safe Planter Box for Outdoor and I… https://t.co/D9DvmIFEdI,1603712647.0,-1,0.4404
"RT @2D_ENTPVTLTD: A common man with an uncommon dream!
Here's #SooraraiPottruTrailer! #SooraraiPottruOnPrime premieres Nov 12. @PrimevideoI…",1603712647.0,1,0.3786
"RT @Suriya_offl: The wait is over! Trailer out on Oct 26, 10 AM ✈️ 
Here’s the premiere link, set your reminder!
https://t.co/lT6tUzrwnC

#…",1603712647.0,-1,0.0
"RT @susanfree16: &gt;  Out Nov 3rd  &lt;
•✦•═•.❄️.•═•✧• 
 𝐓𝐇𝐄 𝐏𝐎𝐖𝐄𝐑 𝐎𝐅 𝐀 𝐌𝐘𝐓𝐇
 (𝑻𝒉𝒆 𝑮𝒍𝒂𝒄𝒊𝒂𝒍 𝑩𝒍𝒐𝒐𝒅 𝑺𝒆𝒓𝒊𝒆𝒔 - 𝑩𝒌 𝟖)
𝑩𝒚 @Anna__Edwards  

•.❄️.• 𝐏𝐫𝐞-…",1603712646.0,1,0.0
@JanKashur @beingmodiji_ @narendramodi @AmitShahOffice @atulahuja_ @BefittingFacts @Keshi @republic @UnSubtleDesi… https://t.co/0CkZ8UXhYn,1603712642.0,-1,0.0
"RT @behindwoods: Hi guys the trailer is live 
Soorarai Pottru - (Tamil)
Youtube Link: https://t.co/KbTLJr02gs
Aakaasam Nee Haddhu Ra - (Tel…",1603712642.0,-1,0.0
"RT @Suriya_offl: A dream to fly! Here's  #SooraraiPottruTrailer

https://t.co/5EJ4X1rJFt

#SooraraiPottruOnPrime premieres Nov 12 @PrimeVid…",1603712641.0,-1,0.3164
"RT @JennyBurnley1: ""A great #sciencefiction adventure story.""
 ZENZORIS RETURNS
https://t.co/TmDD1eM48S  
#Kindle #ebook #fantasy #scifi #b…",1603712641.0,1,0.7506
RT @EricWilderOK: ☠ What's #MardiGras without a murder? #paranormal #NewOrleans #UrbanFantasy #mystery #SummerReads #mysterylovers #thrille…,1603712641.0,1,0.5773
"RT @4FreeEBooks: Kindle Oasis – Now with adjustable warm light – Wi-Fi + Free Cellular Connectivity, 32 GB, Graphite
https://t.co/nR5Y31WZo…",1603712640.0,-1,0.6369
"🎧 Just Do It: The Nike Spirit in the Corporate World 

Get your free Audio book

https://t.co/ZoXvLWxHvL",1603712639.0,-1,0.6124
"Digimon Story Cyber sleuth Complete Edition Nintendo Switch - £34.99
https://t.co/cVbCe0G6QD https://t.co/knJlEBQSXk",1603712639.0,-1,0.0
"RT @Suriya_offl: Here's #AakaasamNeeHaddhuRaTrailer

https://t.co/vQtPqFWp8j

Premieres Nov 12 on @primevideoIN

@themohanbabu @SirPareshRa…",1603712638.0,-1,0.0
"RT @Suriya_offl: A dream to fly! Here's  #SooraraiPottruTrailer

https://t.co/5EJ4X1rJFt

#SooraraiPottruOnPrime premieres Nov 12 @PrimeVid…",1603712638.0,-1,0.3164
"RT @JMDReid: Darkblade Slayer by @AndyPeloquin An assassin seeks to stop an ancient evil! #Fantasy #IARTG #IndieBooksBeSeen
https://t.co/XE…",1603712637.0,-1,-0.784
"@SatheeshaDr Often Forgetting to Switch OFFF your Appliances?? 
Controlling your Appliances from your Smartphones |… https://t.co/SteqFL0oPj",1603712636.0,-1,0.0
"RT @KomalNahta: The much awaited trailer of @primevideoIn ’s #SooraraiPottru is here, film releases 12 November 

https://t.co/cZYeIYzxbd…",1603712636.0,-1,-0.0258
RT @URDailyHistory: 26 Oct 1912: Ottoman-occupied #Thessaloniki is liberated and unified with #Greece on the feast day of its patron #Saint…,1603712634.0,1,0.3818
"@Atom8SmartHome Often Forgetting to Switch OFFF your Appliances?? 
Controlling your Appliances from your Smartphone… https://t.co/WKTSZYD6MS",1603712630.0,-1,0.0
"RT @Suriya_offl: Here's #AakaasamNeeHaddhuRaTrailer

https://t.co/vQtPqFWp8j

Premieres Nov 12 on @primevideoIN

@themohanbabu @SirPareshRa…",1603712629.0,-1,0.0
"@tkrkvld91 @Plugandplay16 Often Forgetting to Switch OFFF your Appliances?? 

Controlling your Appliances from your… https://t.co/PiSE9SuYM5",1603712629.0,-1,0.0
"RT @behindwoods: Hi guys the trailer is live 
Soorarai Pottru - (Tamil)
Youtube Link: https://t.co/KbTLJr02gs
Aakaasam Nee Haddhu Ra - (Tel…",1603712627.0,-1,0.0
"@prashant_asct @KapilMishra_IND @TajinderBagga @BJP4India Often Forgetting to Switch OFFF your Appliances?? 
Contro… https://t.co/ECgfhhauHr",1603712624.0,-1,0.0
RT @DD_NaNa_: Docker: Docker Tutorial for Beginners Build Ship and Run https://t.co/RF4nnL005J #Docker,1603712623.0,-1,0.0
"@chiefjulz Hi there! We're glad to hear you received your package already! When you have a moment, you can learn mo… https://t.co/axTPGfUJ9c",1603712622.0,1,0.555
"RT @gvprakash: A common man with an un common dream .... 
Here goes the Trailer
https://t.co/zxdFwDROZ6

#SooraraiPottruOnPrime premieres N…",1603712620.0,-1,0.25
"RT @Suriya_offl: A dream to fly! Here's  #SooraraiPottruTrailer

https://t.co/5EJ4X1rJFt

#SooraraiPottruOnPrime premieres Nov 12 @PrimeVid…",1603712617.0,-1,0.3164
"RT @Mohanraj_Suriya: Started Trending with 3.3M* Updated Views 😎🔥🔝

#SooraraiPottruTrailer : https://t.co/pBvh44Lf1q

#SooraraiPottruOnPrim…",1603712617.0,-1,0.0
"@indiaOnDeals Often Forgetting to Switch OFFF your Appliances?? 
Controlling your Appliances from your Smartphones… https://t.co/cDjYSjXdVC",1603712616.0,-1,0.0
"RT @WestlandBooks: Out today! Set in Kashmir, Delhi &amp; London, A Bit of Everything is a devastating exploration of the life of a refugee, th…",1603712616.0,1,-0.5707
"RT @Lyricist_Vivek: Its always Dream Vs Reality
Nedumaran —&gt; Dream = Reality 

Here goes the Inspiring Trailer
https://t.co/nATQ9Mwq1J

#So…",1603712616.0,-1,0.7003
"RT @JulieHouston2: A VILLAGE VACANCY
https://t.co/FkXk08oryb
⁦@Aria_Fiction⁩ https://t.co/cZqk7FCDFu",1603712612.0,-1,0.0
"Apple Airpods Pro for only $210!               
          
https://t.co/ruAod5EBJr             

*open box return-… https://t.co/XxlGabfKg4",1603712611.0,-1,0.0
