text,timestamp,our_model,vader
RT @DeItaone: $AAPL PT Lowered to $115 from $135 at Loop Capital,1603712273.0,1,-0.128
"APPLE $AAPL
Watching this for Monday open.  Expecting some reaction from either the local 618 or the macro 618.  Ma… https://t.co/oa5xnHHgvW",1603712255.0,1,0.0
RT @DeItaone: $AAPL PT Lowered to $115 from $135 at Loop Capital,1603712195.0,1,-0.128
@DeItaone A live look at $AAPL shareholders: https://t.co/ZV1m4UXJct,1603712173.0,1,0.0
"RT @JesseCohenInv: 💥This Week's Most Notable #Earnings (via @eWhispers)

*Mon: $TWLO $HAS $CHGG
*Tues: $MSFT $AMD $PFE $LLY $MRK $CAT $MMM…",1603712164.0,1,0.0
RT @DeItaone: $AAPL PT Lowered to $115 from $135 at Loop Capital,1603712161.0,1,-0.128
"Unusual call flow in option market yesterday
$AAPL $AAL $M $JNPR",1603712144.0,1,0.0
"$NYSI 12MA and 8MA coming in hot. Lots of Earning this week. $FB, $AAPL $AMZN $MSFT Ect. Most likely we will be jus… https://t.co/h5Bxe7imVK",1603712116.0,-1,0.0
$gevo $mara $mark $tsla $dkng $penn $aapl $xspa $sunw $ibio $wkhs $vxrt $mrna $spce $fb $gme $opti $nio $spaq $aal… https://t.co/Ch9Nq07Lji,1603712100.0,-1,0.0
"This is one webinar you can’t afford to miss. With imminent earnings reports from $AMZN $AAPL $GOOG &amp; $FB, my broth… https://t.co/gYXa1JTWA5",1603712100.0,-1,-0.1531
"RT @eWhispers: #earnings for the week 

https://t.co/lObOE0dgsr 

$AAPL $AMZN $MSFT $AMD $UPS $FB $SHOP $BA $HAS $PFE $SMPL $MMM $TWLO $GE…",1603712045.0,-1,0.0
"RT @eWhispers: #earnings for the week 

https://t.co/lObOE0dgsr 

$AAPL $AMZN $MSFT $AMD $UPS $FB $SHOP $BA $HAS $PFE $SMPL $MMM $TWLO $GE…",1603712032.0,-1,0.0
RT @DeItaone: $AAPL PT Lowered to $115 from $135 at Loop Capital,1603712009.0,1,-0.128
$AAPL - Apple planning AirPods updates for early 2021 - Bloomberg https://t.co/i4Ynhv7DTi,1603711997.0,-1,0.0
"Stocks under pressure as Virus cases surge &amp; $SAP cuts guidance. $SPX $NDX $RUT

Upgrades: $AAPL $TOL $DHI $PHM… https://t.co/4rFiNQEOma",1603711986.0,-1,-0.5267
RT @DeItaone: $AAPL PT Lowered to $115 from $135 at Loop Capital,1603711981.0,1,-0.128
$AAPL  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 84,1603711919.0,-1,0.296
$AAPL  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 83,1603711919.0,-1,0.296
"$AAPL
Apple planning AirPods updates for early 2021 - Bloomberg
https://t.co/8aZuHQcLO6
View the full list of news/… https://t.co/Fjw0SAltVr",1603711908.0,-1,0.0
"Pre-Market Volume Movers  https://t.co/f5pQyfdDFB $SQQQ 2.640%  241,264  
  $AAPL -0.770%  226,320  
  $IWM -1.… https://t.co/lmgjEoUjYR",1603711879.0,-1,0.0
"APPLE (AAPL) PT Lowered to $115 from $135 Loop Capital

#swingtrading #premarket $AAPL",1603711868.0,1,-0.128
RT @DeItaone: $AAPL PT Lowered to $115 from $135 at Loop Capital,1603711831.0,1,-0.128
"*Mon: $TWLO $HAS $CHGG
*Tues: $MSFT $AMD $PFE $LLY $MRK $CAT $MMM
*Wed: $BA $FSLY $PINS $ETSY $EBAY $GILD $GE $F $V… https://t.co/91L4p9NOT3",1603711826.0,-1,0.0
"Investing News Morning Roundup – October 26, 2020",1603741128.0,1,0.0
